object name,library name,text,rodata,data,bss,code,flash,ram
drv_pmic_intr_8850.c.obj,lib\libdriver.a,688,0,0,292,688,688,292
drv_ps_path_md.c.obj,lib\libdriver.a,1482,15,0,4532,1497,1497,4532
drv_pwrkey_2720.c.obj,lib\libdriver.a,272,0,0,16,272,272,16
drv_rng.c.obj,lib\libdriver.a,96,0,8,0,96,104,8
drv_rtc.c.obj,lib\libdriver.a,2600,67,0,72,2667,2667,72
drv_rtc.pb.c.obj,lib\libdriver.a,0,120,0,0,120,120,0
drv_rtc_8850.c.obj,lib\libdriver.a,640,0,0,0,640,640,0
drv_serial.c.obj,lib\libdriver.a,654,32,4,320,686,690,324
drv_spi_8850.c.obj,lib\libdriver.a,4112,998,0,449,5110,5110,449
drv_usb_8850.cpp.obj,lib\libdriver.a,1622,27,0,4,1649,1649,4
drv_wdt_uip8850.c.obj,lib\libdriver.a,418,14,0,16,432,432,16
ecm_data.c.obj,lib\libdriver.a,678,33,0,0,711,711,0
f_ecm.c.obj,lib\libdriver.a,1596,179,119,0,1775,1894,119
f_rndis.c.obj,lib\libdriver.a,2084,163,98,0,2247,2345,98
f_serial.c.obj,lib\libdriver.a,982,68,8,0,1050,1058,8
rndis.c.obj,lib\libdriver.a,1644,112,0,0,1756,1756,0
rndis_data.c.obj,lib\libdriver.a,902,37,0,0,939,939,0
udc.c.obj,lib\libdriver.a,376,0,0,512,376,376,512
udc_dwc.c.obj,lib\libdriver.a,6604,131,1,1488,6735,6736,1489
usb_composite_device.c.obj,lib\libdriver.a,2380,51,24,0,2431,2455,24
usb_ether.c.obj,lib\libdriver.a,2870,20,0,0,2890,2890,0
usb_platform_8850.c.obj,lib\libdriver.a,638,0,0,0,638,638,0
usb_serial.c.obj,lib\libdriver.a,3410,94,0,0,3504,3504,0
camera_bf20a6.c.obj,lib\libdriver_camera.a,1966,592,120,1,2558,2678,121
camera_gc0310.c.obj,lib\libdriver_camera.a,3042,1255,120,4,4297,4417,124
camera_gc032a.c.obj,lib\libdriver_camera.a,1954,689,120,1,2643,2763,121
image_sensor.c.obj,lib\libdriver_camera.a,1116,56,17,88,1172,1189,105
drv_charger_8850.c.obj,lib\libdriver_charge.a,3734,211,48,260,3945,3993,308
drv_md_ipc.c.obj,lib\libdriver_core.a,4924,105,0,20,5029,5029,20
drv_lcd_cfg.c.obj,lib\libdriver_lcd.a,220,0,22,0,220,242,22
drv_lcd_gc9305.c.obj,lib\libdriver_lcd.a,1884,40,32,3,1924,1956,35
drv_lcd_st7567a.c.obj,lib\libdriver_lcd.a,680,447,0,0,1127,1127,0
drv_lcd_st7735s.c.obj,lib\libdriver_lcd.a,1544,40,32,0,1584,1616,32
drv_host_cmd_sys.c.obj,lib\libdrv_host.a,1476,0,0,0,1476,1476,0
drv_efuse.c.obj,lib\libefuse_secure.a,150,0,0,4,150,150,4
drv_secure_8850.c.obj,lib\libefuse_secure.a,706,0,2,0,706,708,2
compress_sfile.c.obj,lib\libfs.a,496,6,0,0,502,502,0
sffs_vfs.c.obj,lib\libfs.a,1046,116,0,0,1162,1162,0
vfs.c.obj,lib\libfs.a,3936,18,192,136,3954,4146,328
partinfo.bin.S.obj,lib\libfs_partinfo.a,352,0,0,0,352,352,0
ql_fs_part_info.c.obj,lib\libfs_partinfo.a,16,0,0,0,16,16,0
fs_mount.c.obj,lib\libfsmount.a,1312,38,1,8,1350,1351,9
fupdate_app.c.obj,lib\libfupdate_core.a,1524,94,0,0,1618,1618,0
fupdate_common.c.obj,lib\libfupdate_core.a,1102,64,16,0,1166,1182,16
fupdate_security_app.c.obj,lib\libfupdate_security_app.a,632,107,0,0,739,739,0
fupdate_security_pack.c.obj,lib\libfupdate_security_app.a,532,168,0,1,700,700,1
hal_adi_bus.c.obj,lib\libhal.a,568,68,0,0,636,636,0
hal_blue_screen.c.obj,lib\libhal.a,172,16,94,0,188,282,94
hal_bscore.c.obj,lib\libhal.a,968,8,0,0,976,976,0
hal_chip.c.obj,lib\libhal.a,1086,29,696,0,1115,1811,696
hal_clock_init.c.obj,lib\libhal.a,1604,4,0,0,1608,1608,0
hal_cp_ctrl.c.obj,lib\libhal.a,1004,159,0,0,1163,1163,0
hal_efuse.c.obj,lib\libhal.a,288,0,0,0,288,288,0
hal_efuse_cache.c.obj,lib\libhal.a,1014,0,0,1244,1014,1014,1244
hal_gouda.c.obj,lib\libhal.a,2084,0,5,27,2084,2089,32
hal_hw_map.c.obj,lib\libhal.a,52,1576,0,0,1628,1628,0
hal_hwspinlock.c.obj,lib\libhal.a,166,25,0,0,191,191,0
hal_lzma.c.obj,lib\libhal.a,494,0,0,0,494,494,0
hal_mmu.c.obj,lib\libhal.a,592,32,0,0,624,624,0
hal_pmu.c.obj,lib\libhal.a,6356,288,0,3,6644,6644,3
hal_shmem_region.c.obj,lib\libhal.a,1080,170,0,8,1250,1250,8
hal_iomux.c.obj,lib\libhal_prop.a,1196,1098,1076,9656,2294,3370,10732
ql_hal_spi_flash_prop.c.obj,lib\libhal_prop.a,32,3,504,8,35,539,512
cJSON.c.obj,lib\libjson.a,4154,39,12,8,4193,4205,20
event_groups.c.obj,lib\libkernel.a,536,0,0,0,536,536,0
list.c.obj,lib\libkernel.a,132,0,0,0,132,132,0
osi_boot.c.obj,lib\libkernel.a,2872,13,0,12868,2885,2885,12868
osi_chip.c.obj,lib\libkernel.a,524,11,0,16,535,535,16
osi_clock.c.obj,lib\libkernel.a,690,0,0,40,690,690,40
osi_cxxabi.cpp.obj,lib\libkernel.a,44,0,0,0,44,44,0
osi_freertos.c.obj,lib\libkernel.a,2496,85,0,13108,2581,2581,13108
osi_idle.c.obj,lib\libkernel.a,8,0,0,0,8,8,0
osi_sleep.c.obj,lib\libkernel.a,3578,188,0,28748,3766,3766,28748
osi_sysnv.c.obj,lib\libkernel.a,844,16,14,25,860,874,39
osi_sysnv.pb.c.obj,lib\libkernel.a,0,210,0,0,210,210,0
osi_time.c.obj,lib\libkernel.a,1386,12,0,24,1398,1398,24
port.c.obj,lib\libkernel.a,260,8,0,12,268,268,12
portASM.S.obj,lib\libkernel.a,700,0,0,0,700,700,0
queue.c.obj,lib\libkernel.a,1942,0,0,0,1942,1942,0
tasks.c.obj,lib\libkernel.a,4954,5,4,1276,4959,4963,1280
timers.c.obj,lib\libkernel.a,802,8,0,220,810,810,220
panel_gc9305.c.obj,lib\liblcdpanel.a,1150,55,0,0,1205,1205,0
panel_gc9306.c.obj,lib\liblcdpanel.a,1150,91,0,0,1241,1241,0
def.c.obj,lib\liblwip.a,66,0,0,0,66,66,0
dhcp.c.obj,lib\liblwip.a,6118,721,0,63,6839,6839,63
dns.c.obj,lib\liblwip.a,7610,699,0,2659,8309,8309,2659
err.c.obj,lib\liblwip.a,60,445,0,0,505,505,0
etharp.c.obj,lib\liblwip.a,1684,278,0,241,1962,1962,241
ethernet.c.obj,lib\liblwip.a,580,108,0,0,688,688,0
icmp.c.obj,lib\liblwip.a,1068,192,0,0,1260,1260,0
icmp6.c.obj,lib\liblwip.a,852,169,0,0,1021,1021,0
if_api.c.obj,lib\liblwip.a,4,0,0,0,4,4,0
inet_chksum.c.obj,lib\liblwip.a,494,0,0,0,494,494,0
init.c.obj,lib\liblwip.a,38,0,0,0,38,38,0
ip.c.obj,lib\liblwip.a,90,24,0,68,114,114,68
ip4.c.obj,lib\liblwip.a,2220,103,0,6,2323,2323,6
ip4_addr.c.obj,lib\liblwip.a,638,99,0,16,737,737,16
ip4_frag.c.obj,lib\liblwip.a,2616,446,0,7,3062,3062,7
ip4_nat.c.obj,lib\liblwip.a,6476,1210,0,20,7686,7686,20
ip6.c.obj,lib\liblwip.a,4558,92,0,0,4650,4650,0
ip6_addr.c.obj,lib\liblwip.a,836,32,0,40,868,868,40
ip6_frag.c.obj,lib\liblwip.a,2692,311,0,11,3003,3003,11
mem.c.obj,lib\liblwip.a,140,114,0,0,254,254,0
memp.c.obj,lib\liblwip.a,230,579,0,0,809,809,0
mld6.c.obj,lib\liblwip.a,1368,0,0,1,1368,1368,1
nd6.c.obj,lib\liblwip.a,7268,132,8,1540,7400,7408,1548
netdb.c.obj,lib\liblwip.a,1098,0,0,317,1098,1098,317
netif.c.obj,lib\liblwip.a,3290,939,0,409,4229,4229,409
pbuf.c.obj,lib\liblwip.a,2790,911,0,1,3701,3701,1
raw.c.obj,lib\liblwip.a,1984,234,0,4,2218,2218,4
sockets.c.obj,lib\liblwip.a,23596,3542,12,724,27138,27150,736
tcp.c.obj,lib\liblwip.a,9834,2227,6,27,12061,12067,33
tcp_in.c.obj,lib\liblwip.a,10464,1015,0,58,11479,11479,58
tcp_out.c.obj,lib\liblwip.a,8042,1829,0,0,9871,9871,0
tcpip.c.obj,lib\liblwip.a,460,205,0,8,665,665,8
timeouts.c.obj,lib\liblwip.a,196,209,0,4,405,405,4
udp.c.obj,lib\liblwip.a,5028,710,2,4,5738,5740,6
lz4.c.obj,lib\liblz4.a,3528,64,0,0,3592,3592,0
lz4lite.c.obj,lib\liblz4.a,162,0,0,0,162,162,0
mal_cfw.c.obj,lib\libmal.a,316,0,0,0,316,316,0
mal_engine.c.obj,lib\libmal.a,340,86,0,4,426,426,4
arc4.c.obj,lib\libmbedtls.a,164,0,0,0,164,164,0
asn1parse.c.obj,lib\libmbedtls.a,968,0,0,0,968,968,0
asn1write.c.obj,lib\libmbedtls.a,608,0,0,0,608,608,0
base64.c.obj,lib\libmbedtls.a,588,0,0,0,588,588,0
bignum.c.obj,lib\libmbedtls.a,8758,672,0,0,9430,9430,0
blowfish.c.obj,lib\libmbedtls.a,934,4168,0,0,5102,5102,0
camellia.c.obj,lib\libmbedtls.a,2224,1304,0,0,3528,3528,0
ccm.c.obj,lib\libmbedtls.a,1082,0,0,0,1082,1082,0
chacha20.c.obj,lib\libmbedtls.a,1092,0,0,0,1092,1092,0
chachapoly.c.obj,lib\libmbedtls.a,746,0,0,0,746,746,0
cipher.c.obj,lib\libmbedtls.a,2276,0,0,0,2276,2276,0
cipher_wrap.c.obj,lib\libmbedtls.a,762,3335,0,0,4097,4097,0
constant_time.c.obj,lib\libmbedtls.a,1436,0,0,0,1436,1436,0
ctr_drbg.c.obj,lib\libmbedtls.a,1082,0,0,0,1082,1082,0
des.c.obj,lib\libmbedtls.a,3250,2176,0,0,5426,5426,0
dhm.c.obj,lib\libmbedtls.a,1374,0,0,0,1374,1374,0
ecdh.c.obj,lib\libmbedtls.a,808,0,0,0,808,808,0
ecdsa.c.obj,lib\libmbedtls.a,1574,17,0,0,1591,1591,0
ecdsa_sm2.c.obj,lib\libmbedtls.a,532,192,4,0,724,728,4
ecp.c.obj,lib\libmbedtls.a,7000,1080,0,30,8080,8080,30
ecp_curves.c.obj,lib\libmbedtls.a,5786,2276,28,0,8062,8090,28
entropy.c.obj,lib\libmbedtls.a,690,0,0,0,690,690,0
entropy_poll.c.obj,lib\libmbedtls.a,70,0,0,0,70,70,0
gcm.c.obj,lib\libmbedtls.a,1690,128,0,0,1818,1818,0
havege.c.obj,lib\libmbedtls.a,3632,0,0,0,3632,3632,0
hmac_drbg.c.obj,lib\libmbedtls.a,708,0,0,0,708,708,0
mbed_aes.c.obj,lib\libmbedtls.a,4400,0,0,8748,4400,4400,8748
mbed_debug.c.obj,lib\libmbedtls.a,1406,190,0,4,1596,1596,4
mbed_sha256.c.obj,lib\libmbedtls.a,2416,256,0,0,2672,2672,0
md.c.obj,lib\libmbedtls.a,1096,126,0,0,1222,1222,0
md5.c.obj,lib\libmbedtls.a,2730,0,0,0,2730,2730,0
net_sockets.c.obj,lib\libmbedtls.a,1424,0,0,0,1424,1424,0
oid.c.obj,lib\libmbedtls.a,906,4316,0,0,5222,5222,0
pem.c.obj,lib\libmbedtls.a,1384,150,0,0,1534,1534,0
pk.c.obj,lib\libmbedtls.a,734,27,0,0,761,761,0
pk_wrap.c.obj,lib\libmbedtls.a,714,236,0,0,950,950,0
pkcs12.c.obj,lib\libmbedtls.a,1160,0,0,0,1160,1160,0
pkcs5.c.obj,lib\libmbedtls.a,794,10,0,0,804,804,0
pkparse.c.obj,lib\libmbedtls.a,3438,291,0,0,3729,3729,0
pkwrite.c.obj,lib\libmbedtls.a,520,0,0,0,520,520,0
platform.c.obj,lib\libmbedtls.a,56,0,8,0,56,64,8
platform_util.c.obj,lib\libmbedtls.a,44,0,4,0,44,48,4
poly1305.c.obj,lib\libmbedtls.a,1488,0,0,0,1488,1488,0
ripemd160.c.obj,lib\libmbedtls.a,5804,64,0,0,5868,5868,0
rsa.c.obj,lib\libmbedtls.a,6826,0,0,0,6826,6826,0
rsa_internal.c.obj,lib\libmbedtls.a,1520,55,0,0,1575,1575,0
sha1.c.obj,lib\libmbedtls.a,4520,0,0,0,4520,4520,0
sha512.c.obj,lib\libmbedtls.a,4500,640,0,0,5140,5140,0
ssl_ciphersuites.c.obj,lib\libmbedtls.a,214,10858,0,596,11072,11072,596
ssl_cli.c.obj,lib\libmbedtls.a,11482,5202,0,0,16684,16684,0
ssl_msg.c.obj,lib\libmbedtls.a,15542,7154,0,0,22696,22696,0
ssl_srv.c.obj,lib\libmbedtls.a,11236,4328,0,0,15564,15564,0
ssl_tls.c.obj,lib\libmbedtls.a,13036,2879,51,0,15915,15966,51
timing.c.obj,lib\libmbedtls.a,190,0,0,20,190,190,20
version.c.obj,lib\libmbedtls.a,6,0,0,0,6,6,0
x509.c.obj,lib\libmbedtls.a,2402,69,0,0,2471,2471,0
x509_crt.c.obj,lib\libmbedtls.a,6844,2216,0,0,9060,9060,0
ml.c.obj,lib\libml.a,378,0,0,4,378,378,4
ml_cp936.c.obj,lib\libml.a,216,15920,24,0,16136,16160,24
ml_gsm.c.obj,lib\libml.a,236,532,24,0,768,792,24
ml_ira.c.obj,lib\libml.a,60,0,24,0,60,84,24
ml_iso8859_1.c.obj,lib\libml.a,46,0,24,0,46,70,24
ml_utf16.c.obj,lib\libml.a,300,0,48,0,300,348,48
ml_utf8.c.obj,lib\libml.a,370,0,24,0,370,394,24
pb_common.c.obj,lib\libnanopb.a,204,0,0,0,204,204,0
pb_decode.c.obj,lib\libnanopb.a,2946,361,0,0,3307,3307,0
pb_encode.c.obj,lib\libnanopb.a,1746,193,0,0,1939,1939,0
pb_util.c.obj,lib\libnanopb.a,204,0,0,0,204,204,0
cfw_sockets_api.c.obj,lib\libnet.a,2172,70,0,384,2242,2242,384
lwip_data_event.c.obj,lib\libnet.a,484,0,0,8,484,484,8
lwipports.c.obj,lib\libnet.a,946,0,0,24,946,946,24
nd6_reply.c.obj,lib\libnet.a,496,0,0,0,496,496,0
netdev_interface.c.obj,lib\libnet.a,1306,165,44,1,1471,1515,45
netdev_interface_nat_lan.c.obj,lib\libnet.a,292,0,0,28,292,292,28
netif_gprs.c.obj,lib\libnet.a,1484,64,0,5546,1548,1548,5546
netif_nat_lan_lwip.c.obj,lib\libnet.a,1304,113,0,5544,1417,1417,5544
netif_nat_wan.c.obj,lib\libnet.a,2400,116,0,0,2516,2516,0
netif_psm.c.obj,lib\libnet.a,1588,88,0,4,1676,1676,4
netmain.c.obj,lib\libnet.a,774,88,0,4,862,862,4
netutils.c.obj,lib\libnet.a,106,0,0,0,106,106,0
nonip.c.obj,lib\libnet.a,392,0,0,224,392,392,224
ppp_interface.c.obj,lib\libnet.a,2,0,0,0,2,2,0
nvm.c.obj,lib\libnvm.a,1696,1606,0,0,3302,3302,0
nvm_deltanv.c.obj,lib\libnvm.a,1226,614,1,3,1840,1841,4
nvm_imei.c.obj,lib\libnvm.a,208,0,0,0,208,208,0
quec_customer_cfg.c.obj,lib\liboql_core_drv.a,0,432,52,1,432,484,53
quec_internal_cfg.c.obj,lib\liboql_core_drv.a,0,249,258,0,249,507,258
quec_pin_cfg_EC800G.c.obj,lib\liboql_core_drv.a,0,1147,0,0,1147,1147,0
quec_pin_init.c.obj,lib\liboql_core_drv.a,248,20,0,0,268,268,0
quec_virt_func_bsp.c.obj,lib\liboql_core_virt_func.a,120,0,0,11,120,120,11
quec_virt_func_bt.c.obj,lib\liboql_core_virt_func.a,40,0,0,0,40,40,0
quec_virt_func_modem.c.obj,lib\liboql_core_virt_func.a,96,0,0,5,96,96,5
quec_virt_func_proto_stack.c.obj,lib\liboql_core_virt_func.a,224,0,0,0,224,224,0
base41.c.obj,lib\libosi_core.a,244,70,0,0,314,314,0
cyphertext.c.obj,lib\libosi_core.a,536,19,0,0,555,555,0
osi_mem.c.obj,lib\libosi_core.a,3298,0,0,69,3298,3298,69
osi_timer.c.obj,lib\libosi_core.a,3364,7,0,56,3371,3371,56
osi_blocked_fifo.c.obj,lib\libosi_lib.a,1300,0,0,0,1300,1300,0
osi_event_hub.c.obj,lib\libosi_lib.a,780,70,0,0,850,850,0
osi_fifo.c.obj,lib\libosi_lib.a,302,0,0,0,302,302,0
osi_hdlc.c.obj,lib\libosi_lib.a,658,0,0,0,658,658,0
osi_log.c.obj,lib\libosi_lib.a,1700,55,0,85,1755,1755,85
osi_mem_record.c.obj,lib\libosi_lib.a,72,4,0,8196,76,76,8196
osi_mem_recycler.c.obj,lib\libosi_lib.a,128,0,0,0,128,128,0
osi_pipe.c.obj,lib\libosi_lib.a,594,0,0,0,594,594,0
osi_trace.c.obj,lib\libosi_lib.a,1396,0,0,65912,1396,1396,65912
osi_vsmap.c.obj,lib\libosi_lib.a,116,0,0,0,116,116,0
osi_work.c.obj,lib\libosi_lib.a,898,18,0,12,916,916,12
ql_atcmd_handler.c.obj,lib\libql_open_at.a,224,116,0,0,340,340,0
quec_spi_nor_flash_prop.c.obj,lib\libql_spi4_nor_prop.a,24,0,160,0,24,184,160
antiregl.c.obj,lib\librpc_core.a,1422,257,1,4,1679,1680,5
rpc_aud.c.obj,lib\librpc_core.a,20,0,0,0,20,20,0
rpc_daemon.c.obj,lib\librpc_core.a,1568,309,0,8,1877,1877,8
rpc_dispatch_ap.c.obj,lib\librpc_core.a,136,24556,0,0,24692,24692,0
rpc_hello_ap.c.obj,lib\librpc_core.a,6,0,0,0,6,6,0
srv_fs_trace.c.obj,lib\libservice.a,3482,361,0,20,3843,3843,20
srv_keypad.c.obj,lib\libservice.a,676,0,0,4,676,676,4
srv_pm.c.obj,lib\libservice.a,1514,126,0,5,1640,1640,5
srv_pm_main.c.obj,lib\libservice.a,112,0,0,4,112,112,4
srv_rc26m_calib.c.obj,lib\libservice.a,188,0,0,4,188,188,4
srv_sim_detect.c.obj,lib\libservice.a,572,36,0,40,608,608,40
srv_usb_8850.c.obj,lib\libservice.a,116,0,0,0,116,116,0
srv_wdt.c.obj,lib\libservice.a,146,0,8,0,146,154,8
antiaes.c.obj,lib\libsffs_core.a,12,256,0,0,268,268,0
flash_block_device_v2.c.obj,lib\libsffs_core.a,2914,20,0,0,2934,2934,0
LzFind.c.obj,lib\libsffs_core.a,3142,0,0,0,3142,3142,0
LzmaEnc.c.obj,lib\libsffs_core.a,9252,192,0,0,9444,9444,0
lzmar.c.obj,lib\libsffs_core.a,274,0,8,0,274,282,8
sffs.c.obj,lib\libsffs_core.a,10802,0,0,0,10802,10802,0
sha256.c.obj,lib\libsffs_core.a,7626,0,64,0,7626,7690,64
sm4.c.obj,lib\libsffs_core.a,670,384,0,0,1054,1054,0
lib_a-environ.o,..\..\components\newlib\newlib-3.1.0\armca5\libc.a,0,0,4,4,0,4,8
quec_boot_pin_map.c.obj,lib\libboot_ex_ql_pin.a,0,0,248,1,0,248,249
panel_desc.c.obj,lib\liblcdpanel.a,0,0,12,0,0,12,12
ql_freertos_config.c.obj,lib\libql_kernel_cfg.a,0,0,1,0,0,1,1
hal_build_revision.c.obj,lib\libhal.a,0,0,62,0,0,62,62
vectors.S.obj,lib\libkernel.a,0,0,0,0,0,0,0
